dataset,variant,variant_label,seed,split,threshold,n_clean_images,fp_images,fp_image_rate,n_predictions,mean_predictions_per_clean_image,mean_false_confidence
vsb_rarefirst,baseline,Baseline,43,val,0.45,2988,65,0.02175368182361126,69,0.023092369477911646,0.5556167407312255
vsb_rarefirst,baseline,Baseline,43,val,0.5,2988,40,0.013386880978941917,42,0.014056224899598393,0.6092965688024249
vsb_rarefirst,baseline,Baseline,43,val,0.55,2988,33,0.011044176295399666,34,0.011378848728246318,0.6287029052481932
vsb_rarefirst,baseline,Baseline,43,val,0.6,2988,17,0.005689424462616444,18,0.006024096385542169,0.6760522855652703
vsb_rarefirst,baseline,Baseline,43,val,0.65,2988,11,0.00368139217607677,11,0.003681392235609103,0.7065008824521845
vsb_rarefirst,baseline,Baseline,43,val,0.7,2988,4,0.0013386880746111274,4,0.0013386880856760374,0.7698319405317307
vsb_rarefirst,baseline,Baseline,43,val,0.75,2988,3,0.001004016026854515,3,0.001004016064257028,0.7832488020261129
vsb_rarefirst,baseline,Baseline,43,val,0.8,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.8011909127235413
vsb_rarefirst,baseline,Baseline,43,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,test,0.05,2988,345,0.11546184867620468,644,0.21552878179384202,0.24285633899618564
vsb_rarefirst,baseline,Baseline,43,test,0.1,2988,286,0.0957162007689476,442,0.14792503346720215,0.32166742285654554
vsb_rarefirst,baseline,Baseline,43,test,0.15,2988,248,0.08299866318702698,353,0.1181392235609103,0.3724181744515389
vsb_rarefirst,baseline,Baseline,43,test,0.2,2988,218,0.07295849919319153,289,0.0967202141900937,0.4167278099121932
vsb_rarefirst,baseline,Baseline,43,test,0.25,2988,192,0.06425702571868896,246,0.0823293172690763,0.45043631079720287
vsb_rarefirst,baseline,Baseline,43,test,0.3,2988,167,0.05589022859930992,203,0.0679384203480589,0.4866876564002389
vsb_rarefirst,baseline,Baseline,43,test,0.35,2988,143,0.0478581003844738,168,0.05622489959839357,0.520686998253777
vsb_rarefirst,baseline,Baseline,43,test,0.4,2988,121,0.040495313704013824,137,0.045850066934404285,0.5550442146558832
vsb_rarefirst,baseline,Baseline,43,test,0.45,2988,100,0.03346720337867737,114,0.03815261044176707,0.5817473201375258
vsb_rarefirst,baseline,Baseline,43,test,0.5,2988,83,0.02777777798473835,86,0.028781793842034806,0.6181425868078719
vsb_rarefirst,baseline,Baseline,43,test,0.55,2988,64,0.021419009193778038,66,0.02208835341365462,0.6462274853027228
vsb_rarefirst,baseline,Baseline,43,test,0.6,2988,48,0.01606425642967224,48,0.01606425702811245,0.672616571187973
vsb_rarefirst,baseline,Baseline,43,test,0.65,2988,31,0.010374832898378372,31,0.010374832663989291,0.6991025151744965
vsb_rarefirst,baseline,Baseline,43,test,0.7,2988,12,0.00401606410741806,12,0.004016064257028112,0.7405342111984888
vsb_rarefirst,baseline,Baseline,43,test,0.75,2988,5,0.0016733601223677397,5,0.0016733601070950468,0.7641459345817566
vsb_rarefirst,baseline,Baseline,43,test,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,val,0.05,2988,356,0.11914324015378952,645,0.21586345381526104,0.21863269382553507
vsb_rarefirst,baseline,Baseline,44,val,0.1,2988,276,0.09236947447061539,432,0.14457831325301204,0.2911020509243287
vsb_rarefirst,baseline,Baseline,44,val,0.15,2988,236,0.07898259907960892,333,0.11144578313253012,0.3408504808181757
vsb_rarefirst,baseline,Baseline,44,val,0.2,2988,202,0.06760375201702118,260,0.08701472556894244,0.38712324156210975
vsb_rarefirst,baseline,Baseline,44,val,0.25,2988,169,0.056559570133686066,206,0.06894243641231593,0.4301333731239282
vsb_rarefirst,baseline,Baseline,44,val,0.3,2988,142,0.04752342775464058,166,0.05555555555555555,0.46724800226918184
vsb_rarefirst,baseline,Baseline,44,val,0.35,2988,123,0.04116465896368027,140,0.04685408299866131,0.49360827590738027
vsb_rarefirst,baseline,Baseline,44,val,0.4,2988,96,0.03212851285934448,111,0.03714859437751004,0.5240924833594142
vsb_rarefirst,baseline,Baseline,44,val,0.45,2988,76,0.0254350733011961,86,0.028781793842034806,0.5509984933359678
vsb_rarefirst,baseline,Baseline,44,val,0.5,2988,53,0.0177376177161932,60,0.020080321285140562,0.5829527348279953
vsb_rarefirst,baseline,Baseline,44,val,0.55,2988,36,0.012048192322254181,39,0.013052208835341365,0.6152051106477395
vsb_rarefirst,baseline,Baseline,44,val,0.6,2988,20,0.006693440489470959,20,0.006693440428380187,0.6499055057764054
vsb_rarefirst,baseline,Baseline,44,val,0.65,2988,8,0.0026773761492222548,8,0.002677376171352075,0.6994667202234268
vsb_rarefirst,baseline,Baseline,44,val,0.7,2988,3,0.001004016026854515,3,0.001004016064257028,0.7343388597170512
vsb_rarefirst,baseline,Baseline,44,val,0.75,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.7576128244400024
vsb_rarefirst,baseline,Baseline,44,val,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,test,0.05,2988,352,0.11780454963445663,661,0.2212182061579652,0.23483513844581308
vsb_rarefirst,baseline,Baseline,44,test,0.1,2988,284,0.09504685550928116,458,0.15327978580990628,0.30733614423064165
vsb_rarefirst,baseline,Baseline,44,test,0.15,2988,242,0.08099062740802765,348,0.11646586345381527,0.36530079786804903
vsb_rarefirst,baseline,Baseline,44,test,0.2,2988,208,0.06961178034543991,286,0.09571619812583668,0.4068586063551736
vsb_rarefirst,baseline,Baseline,44,test,0.25,2988,179,0.05990629270672798,232,0.07764390896921017,0.44966086860874604
vsb_rarefirst,baseline,Baseline,44,test,0.3,2988,152,0.0508701466023922,192,0.0642570281124498,0.4862939923380812
vsb_rarefirst,baseline,Baseline,44,test,0.35,2988,132,0.04417670518159866,159,0.05321285140562249,0.5207341440818595
vsb_rarefirst,baseline,Baseline,44,test,0.4,2988,113,0.03781794011592865,130,0.04350736278447122,0.5542629182338714
vsb_rarefirst,baseline,Baseline,44,test,0.45,2988,100,0.03346720337867737,108,0.03614457831325301,0.5799174929658572
vsb_rarefirst,baseline,Baseline,44,test,0.5,2988,76,0.0254350733011961,79,0.02643908969210174,0.6183368601376498
vsb_rarefirst,baseline,Baseline,44,test,0.55,2988,61,0.020414993166923523,64,0.0214190093708166,0.6398564139381051
vsb_rarefirst,baseline,Baseline,44,test,0.6,2988,37,0.012382864952087402,38,0.012717536813922356,0.6869850111635107
vsb_rarefirst,baseline,Baseline,44,test,0.65,2988,25,0.008366800844669342,25,0.008366800535475234,0.7208050942420959
vsb_rarefirst,baseline,Baseline,44,test,0.7,2988,16,0.0053547522984445095,16,0.00535475234270415,0.7462800927460194
vsb_rarefirst,baseline,Baseline,44,test,0.75,2988,7,0.0023427042178809643,7,0.0023427041499330657,0.7780859044619969
vsb_rarefirst,baseline,Baseline,44,test,0.8,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.8154410719871521
vsb_rarefirst,baseline,Baseline,44,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,44,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.05,2988,338,0.11311914026737213,598,0.2001338688085676,0.21786623834990537
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.1,2988,265,0.08868808299303055,398,0.13319946452476572,0.29209490970301266
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.15,2988,220,0.07362784445285797,301,0.10073627844712182,0.34660600378267786
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.2,2988,184,0.06157965213060379,234,0.0783132530120482,0.3961228557631501
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.25,2988,158,0.05287817865610123,195,0.06526104417670683,0.42988874117533366
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.3,2988,140,0.046854082494974136,160,0.0535475234270415,0.46286438051611184
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.35,2988,110,0.036813922226428986,125,0.04183400267737617,0.5024364738464355
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.4,2988,89,0.02978581003844738,101,0.033801874163319943,0.5327426549231652
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.45,2988,73,0.024431057274341583,81,0.02710843373493976,0.5596231623196307
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.5,2988,57,0.019076304510235786,61,0.020414993306559572,0.5874247179656732
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.55,2988,40,0.013386880978941917,43,0.014390896921017403,0.6112948364989702
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.6,2988,19,0.006358768325299025,20,0.006693440428380187,0.649114915728569
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.65,2988,6,0.00200803205370903,7,0.0023427041499330657,0.7001174347741264
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.7,2988,4,0.0013386880746111274,4,0.0013386880856760374,0.7282828241586685
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.75,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.7643076181411743
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.05,2988,340,0.11378848552703857,651,0.2178714859437751,0.2409948193440972
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.1,2988,284,0.09504685550928116,459,0.1536144578313253,0.31232126761625534
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.15,2988,250,0.08366800844669342,353,0.1181392235609103,0.369614193274009
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.2,2988,218,0.07295849919319153,284,0.09504685408299866,0.41736649092234357
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.25,2988,195,0.06526104360818863,246,0.0823293172690763,0.4467114551765163
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.3,2988,172,0.05756358802318573,208,0.06961178045515395,0.4777738977796756
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.35,2988,149,0.04986613243818283,172,0.05756358768406961,0.5105389749934507
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.4,2988,126,0.04216867312788963,140,0.04685408299866131,0.5425877043179104
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.45,2988,99,0.03313253074884415,107,0.035809906291834004,0.5780977467510188
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.5,2988,74,0.024765729904174805,78,0.02610441767068273,0.6162113937047812
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.55,2988,53,0.0177376177161932,56,0.018741633199464525,0.6514057474476951
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.6,2988,39,0.01305220928043127,42,0.014056224899598393,0.6777770760513487
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.65,2988,25,0.008366800844669342,25,0.008366800535475234,0.7168073058128357
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.7,2988,15,0.005020080134272575,15,0.0050200803212851405,0.748690390586853
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.75,2988,6,0.00200803205370903,6,0.002008032128514056,0.7739203671614329
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.8,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.8174535036087036
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,42,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.05,2988,367,0.12282463163137436,640,0.214190093708166,0.2183722774963826
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.1,2988,290,0.09705488383769989,427,0.142904953145917,0.2910720344449653
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.15,2988,237,0.07931727170944214,314,0.10508701472556894,0.3518724127370081
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.2,2988,186,0.06224899739027023,244,0.08165997322623829,0.4030672953021331
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.25,2988,154,0.05153949186205864,193,0.0645917001338688,0.4503403063573986
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.3,2988,125,0.04183400422334671,157,0.05254350736278447,0.49158752647934445
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.35,2988,105,0.03514056280255318,131,0.043842034805890225,0.5242245217771021
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.4,2988,95,0.03179384022951126,115,0.03848728246318608,0.5445159448229748
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.45,2988,79,0.026439089328050613,94,0.03145917001338688,0.5708601040408966
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.5,2988,64,0.021419009193778038,73,0.024431057563587683,0.5972159268104866
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.55,2988,47,0.01572958566248417,51,0.01706827309236948,0.6277228441892886
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.6,2988,33,0.011044176295399666,35,0.011713520749665328,0.654812673160008
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.65,2988,14,0.0046854084357619286,14,0.004685408299866131,0.7010015674999782
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.7,2988,6,0.00200803205370903,6,0.002008032128514056,0.7501809199651083
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.75,2988,3,0.001004016026854515,3,0.001004016064257028,0.7680935462315878
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.05,2988,342,0.11445783078670502,646,0.21619812583668005,0.25003440390937837
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.1,2988,284,0.09504685550928116,451,0.15093708165997322,0.32725786290517667
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.15,2988,247,0.08266399055719376,368,0.12315930388219545,0.37322478332435305
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.2,2988,219,0.07329317182302475,305,0.10207496653279786,0.41455065886505316
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.25,2988,202,0.06760375201702118,256,0.0856760374832664,0.45082297432236373
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.3,2988,176,0.05890227481722832,216,0.07228915662650602,0.48427565506211034
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.35,2988,154,0.05153949186205864,181,0.06057563587684069,0.5144554755305717
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.4,2988,129,0.0431726910173893,148,0.049531459170013385,0.5457218988118945
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.45,2988,97,0.032463185489177704,109,0.036479250334672024,0.5893763645526466
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.5,2988,79,0.026439089328050613,89,0.029785809906291833,0.6140521054857233
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.55,2988,61,0.020414993166923523,67,0.02242302543507363,0.6450746272926899
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.6,2988,40,0.013386880978941917,43,0.014390896921017403,0.6831192235613979
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.65,2988,30,0.01004016026854515,31,0.010374832663989291,0.7060651509992538
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.7,2988,14,0.0046854084357619286,14,0.004685408299866131,0.7382779674870628
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.75,2988,4,0.0013386880746111274,4,0.0013386880856760374,0.7668156623840332
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,43,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.05,2988,331,0.11077643930912018,612,0.20481927710843373,0.2155613422552063
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.1,2988,253,0.08467201888561249,407,0.13621151271753681,0.28811264817925575
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.15,2988,218,0.07295849919319153,310,0.1037483266398929,0.33979341118566453
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.2,2988,184,0.06157965213060379,245,0.0819946452476573,0.3839315195472873
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.25,2988,158,0.05287817865610123,197,0.06593038821954485,0.4223922108333123
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.3,2988,134,0.044846050441265106,162,0.05421686746987952,0.45503856903976864
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.35,2988,114,0.03815260902047157,133,0.044511378848728245,0.48398029961084066
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.4,2988,88,0.02945113740861416,97,0.03246318607764391,0.5240405392400997
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.45,2988,68,0.022757697850465775,74,0.024765729585006693,0.5557583759765368
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.5,2988,46,0.015394913032650948,49,0.01639892904953146,0.5978289015439092
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.55,2988,38,0.01271753665059805,40,0.013386880856760375,0.6143637016415596
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.6,2988,22,0.00736278435215354,23,0.007697456492637216,0.6478816089422806
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.65,2988,9,0.0030120480805635452,9,0.0030120481927710845,0.6939195394515991
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.7,2988,4,0.0013386880746111274,4,0.0013386880856760374,0.7219776213169098
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.75,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.05,2988,315,0.10542168468236923,625,0.20917001338688085,0.22795559138655663
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.1,2988,253,0.08467201888561249,424,0.14190093708165996,0.301945878842951
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.15,2988,209,0.06994645297527313,316,0.10575635876840696,0.3625982784772221
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.2,2988,195,0.06526104360818863,263,0.08801874163319946,0.4002160543271344
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.25,2988,170,0.05689424276351929,220,0.07362784471218206,0.4350628370588476
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.3,2988,149,0.04986613243818283,178,0.059571619812583666,0.47269042673405637
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.35,2988,126,0.04216867312788963,147,0.04919678714859438,0.5040302864548301
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.4,2988,105,0.03514056280255318,118,0.039491298527443104,0.5368759028487287
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.45,2988,80,0.026773761957883835,88,0.029451137884872823,0.5754361934959888
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.5,2988,63,0.021084336563944817,67,0.02242302543507363,0.6075822604236318
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.55,2988,48,0.01606425642967224,49,0.01639892904953146,0.6377751839404203
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.6,2988,32,0.010709504596889019,33,0.01104417670682731,0.6685990799557079
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.65,2988,18,0.0060240961611270905,18,0.006024096385542169,0.7078576783339182
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.7,2988,8,0.0026773761492222548,8,0.002677376171352075,0.7370938956737518
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.75,2988,2,0.0006693440373055637,2,0.0006693440428380187,0.7689858376979828
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p1_clahe,P1 CLAHE,44,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.05,2988,381,0.12751004099845886,700,0.23427041499330656,0.20801033379243952
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.1,2988,308,0.10307898372411728,474,0.15863453815261044,0.2739857832433554
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.15,2988,249,0.0833333358168602,347,0.11613119143239625,0.3297465950336511
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.2,2988,199,0.06659973412752151,256,0.0856760374832664,0.3857515672571026
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.25,2988,176,0.05890227481722832,214,0.07161981258366801,0.4175954945733614
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.3,2988,155,0.05187416449189186,180,0.060240963855421686,0.44498670233620535
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.35,2988,128,0.042838018387556076,142,0.04752342704149933,0.4779705048446924
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.4,2988,103,0.034471217542886734,113,0.03781793842034806,0.5036791969189601
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.45,2988,74,0.024765729904174805,79,0.02643908969210174,0.5396328919296023
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.5,2988,52,0.017402945086359978,55,0.018406961178045515,0.5663981925357472
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.55,2988,29,0.009705488570034504,31,0.010374832663989291,0.5976675095096711
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.6,2988,12,0.00401606410741806,13,0.004350736278447122,0.6323943229822012
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.65,2988,2,0.0006693440373055637,2,0.0006693440428380187,0.686060220003128
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.7,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.7044706344604492
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.75,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.05,2988,357,0.11947791278362274,711,0.23795180722891565,0.23496523134819064
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.1,2988,302,0.10107094794511795,495,0.16566265060240964,0.30523574734577025
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.15,2988,265,0.08868808299303055,382,0.1278447121820616,0.35829519195706433
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.2,2988,236,0.07898259907960892,313,0.10475234270414993,0.39871785896845136
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.25,2988,200,0.06693440675735474,254,0.08500669344042838,0.4388499247042213
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.3,2988,175,0.058567602187395096,211,0.07061579651941098,0.47240814792601415
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.35,2988,152,0.0508701466023922,175,0.05856760374832664,0.5040088217599051
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.4,2988,129,0.0431726910173893,144,0.04819277108433735,0.5321634871264299
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.45,2988,105,0.03514056280255318,116,0.038821954484605084,0.5582432518231457
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.5,2988,82,0.02744310535490513,89,0.029785809906291833,0.583709789795822
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.55,2988,51,0.017068272456526756,55,0.018406961178045515,0.6210242065516385
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.6,2988,28,0.009370816871523857,30,0.010040160642570281,0.6603806535402934
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.65,2988,14,0.0046854084357619286,15,0.0050200803212851405,0.6991275469462077
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.7,2988,7,0.0023427042178809643,7,0.0023427041499330657,0.7302106363432748
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.75,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.7536193132400513
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,42,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,p2_illumination,P2 illumination,43,val,0.05,2988,330,0.11044176667928696,612,0.20481927710843373,0.2171072914733801
vsb_rarefirst,p2_illumination,P2 illumination,43,val,0.1,2988,270,0.09036144614219666,428,0.14323962516733602,0.2792762307119425
vsb_rarefirst,p2_illumination,P2 illumination,43,val,0.15,2988,221,0.07396251708269119,310,0.1037483266398929,0.33892114455661465
